post_title,post_content,post_status,post_type,tax_ait-items,meta:_ait-item_subtitle,meta:_ait-item_map:address,meta:_ait-item_map:latitude,meta:_ait-item_map:longitude,meta:_ait-item_telephone,meta:_ait-item_web,meta:_ait-item_email,meta:_ait-item_headerType,meta:_ait-item_featuredItem,price_range,source_file,source_sheet
Kamalaya,World's 50 Best Wellness Resorts 2026,publish,ait-item,Wellness & Beauté,Wellness Resort & Spa,"94/5 Moo 3 Laem Set, 84140 Koh Samui",,,+66 7742 9800,www.kamalaya.com,info@kamalaya.com,map,true,4,Global_2000,Spas_Wellness
Lanserhof Lans,Medical wellness & naturopathy,publish,ait-item,Wellness & Beauté,Wellness Resort,"Lanserstraße 55, 6020 Lans",,,+43 512 381010,www.lanserhof.com,,map,true,4,Global_2000,Spas_Wellness
Van Cleef & Arpels,Maison depuis 1906,publish,ait-item,Joaillerie & Horlogerie,Joaillerie,"22-24 Place Vendôme, 75001 Paris",,,+33 1 40 20 55 55,www.vancleefarpels.com,,map,true,4,Global_2000,Joaillerie_Vendome
Cartier,Maison depuis 1847,publish,ait-item,Joaillerie & Horlogerie,Joaillerie,"23 Place Vendôme, 75001 Paris",,,+33 1 58 18 23 00,www.cartier.com,,map,true,4,Global_2000,Joaillerie_Vendome
Boucheron,Premier joaillier Place Vendôme 1893,publish,ait-item,Joaillerie & Horlogerie,Joaillerie,"26 Place Vendôme, 75001 Paris",,,+33 1 40 15 33 00,www.boucheron.com,,map,true,4,Global_2000,Joaillerie_Vendome
Chanel Fine Jewelry,Joaillerie haute couture,publish,ait-item,Joaillerie & Horlogerie,Joaillerie,"18 Place Vendôme, 75001 Paris",,,+33 1 42 86 28 00,www.chanel.com,,map,true,4,Global_2000,Joaillerie_Vendome
Dior Joaillerie,Maison Dior,publish,ait-item,Joaillerie & Horlogerie,Joaillerie,"30 Place Vendôme, 75001 Paris",,,+33 1 42 86 00 00,www.dior.com,,map,true,4,Global_2000,Joaillerie_Vendome
Chaumet,Depuis 1780,publish,ait-item,Joaillerie & Horlogerie,Joaillerie,"12 Place Vendôme, 75001 Paris",,,+33 1 49 26 65 00,www.chaumet.com,,map,true,4,Global_2000,Joaillerie_Vendome
Bulgari,Maison italienne,publish,ait-item,Joaillerie & Horlogerie,Joaillerie,"Place Vendôme, 75001 Paris",,,+33 1 53 48 81 00,www.bulgari.com,,map,true,4,Global_2000,Joaillerie_Vendome
Mauboussin,Joaillerie prestige,publish,ait-item,Joaillerie & Horlogerie,Joaillerie,"Place Vendôme, 75001 Paris",,,,www.mauboussin.com,,map,true,4,Global_2000,Joaillerie_Vendome
L'Astrance,Chef: Pascal Barbot,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"4 Rue Beethoven, 75016 Paris",,,+33 1 40 50 84 40,www.lastrance.com,,map,true,4,Global_2000,Michelin_3_France
Alain Ducasse au Plaza Athénée,Chef: Alain Ducasse,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"25 Avenue Montaigne, 75008 Paris",,,+33 1 53 67 65 00,www.alain-ducasse.com,,map,true,4,Global_2000,Michelin_3_France
Le Bernardin,Chef: Eric Ripert - 3★ depuis 1986,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"155 West 51st Street, 10019 New York",,,+1 212 554 1515,,,map,true,4,Global_2000,Michelin_3_France
Atelier Crenn,Chef: Dominique Crenn,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"3127 Fillmore Street, 94123 San Francisco",,,+1 415 440 0460,www.ateliercrenn.com,,map,true,4,Global_2000,Michelin_3_France
Faviken,Chef: Magnus Nilsson,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Järpen, 84099 Järpen",,,+46 684 100 24,,,map,true,4,Global_2000,Michelin_3_France
Nabezo,Sukiyaki haute gamme,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Chiyoda Ward, Tokyo, 100-0001 Tokyo",,,+81 3 3261 6438,www.nabezo.com,reservations@nabezo.com,map,true,4,Global_2000,Michelin_3_Tokyo
Ryugin,Chef: Seiji Yamamoto,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Roppongi, Minato-ku, 106-0032 Tokyo",,,+81 3 5785 3708,www.ryugin.com,contact@ryugin.com,map,true,4,Global_2000,Michelin_3_Tokyo
Harutaka,Sushi haute cuisine,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Ginza, Chuo-ku, 104-0061 Tokyo",,,+81 3 5537 8388,,reservations@harutaka.jp,map,true,4,Global_2000,Michelin_3_Tokyo
Kanda,Chef: Masaki Kanda,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Chiyoda Ward, 100-0005 Tokyo",,,+81 3 6801 7000,www.edomae-kanda.com,reservations@kanda.jp,map,true,4,Global_2000,Michelin_3_Tokyo
Sézanne,Fusion française-japonaise,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Minato Ward, 106-0032 Tokyo",,,+81 3 6432 3535,www.sezanne.tokyo,contact@sezanne.tokyo,map,true,4,Global_2000,Michelin_3_Tokyo
Akelarre,Chef: Pedro Subijana,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Paseo de Igueldo 20, 20008 San Sebastián",,,+34 943 318 209,www.akelarre.net,reservas@akelarre.net,map,true,4,Global_2000,Michelin_3_Spain
Arzak,Chef: Juan Mari Arzak,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Avenida Alcalde Elosegui 273, 20018 San Sebastián",,,+34 943 278 465,www.arzak.info,reservas@arzak.info,map,true,4,Global_2000,Michelin_3_Spain
Martín Berasategui,Chef: Martín Berasategui,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Avenida Tolosa 75, 20009 San Sebastián",,,+34 943 366 471,www.martinberasategui.com,reservas@martinberasategui.com,map,true,4,Global_2000,Michelin_3_Spain
El Celler de Can Roca,Chef: Joan Roca,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Carretera de Taialà 40, 17007 Girona",,,+34 972 222 157,www.cellercanroca.com,reservas@cellercanroca.com,map,true,4,Global_2000,Michelin_3_Spain
Aponiente,Chef: Ángel León,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Fritura de Marisco 2, 11500 Puerto Real",,,+34 956 211 016,www.aponiente.es,reservas@aponiente.es,map,true,4,Global_2000,Michelin_3_Spain
8½ Otto e Mezzo BOMBANA,Chef: Umberto Bombana,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"The Landmark, 15 Queen's Road Central, Central Hong Kong",,,+852 2537 8859,www.ottoemezzobombana.com,reservations@ottoemezzobombana.hk,map,true,4,Global_2000,Michelin_3_Hong_Kong
Amber,Chef: Richard Ekkebus,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Mandarin Oriental, 5 Connaught Road Central, Central Hong Kong",,,+852 2132 0188,www.mandarinoriental.com,amber@mohkg.com,map,true,4,Global_2000,Michelin_3_Hong_Kong
Caprice,Chef: Guillaume Gallaud,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Four Seasons Hotel, 8 Finance Street, Central Hong Kong",,,+852 3196 8888,www.fourseasons.com,caprice.hk@fourseasons.com,map,true,4,Global_2000,Michelin_3_Hong_Kong
Forum,Cuisine: Cantonese,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Sino-Plaza, 255-257 Des Voeux Road Central, Central Hong Kong",,,+852 2167 0888,www.forumrestaurant.com.hk,reservations@forumrestaurant.com.hk,map,true,4,Global_2000,Michelin_3_Hong_Kong
Ta Vie,Chef: Antoine Westermann,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Sheung Wan District, Sheung Wan Hong Kong",,,+852 2544 0889,www.tavie.com.hk,reservations@tavie.com.hk,map,true,4,Global_2000,Michelin_3_Hong_Kong
Four Seasons Paris,Palace historique - Place Vendôme,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"99 Rue de la Paix, 75002 Paris",,,+33 1 44 77 74 00,www.fourseasons.com/paris/,reservations.paris@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Global
Four Seasons London Park Lane,Royal Park View - Mayfair,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Hamilton Place, Park Lane, W1J 7DR London",,,+44 20 7499 0888,www.fourseasons.com/london/,reservations.london@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Global
Four Seasons New York,Iconic Manhattan luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"57 East 57th Street, 10022 New York",,,+1 212 758 5700,www.fourseasons.com/newyork/,reservations.newyork@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Global
Four Seasons Tokyo Marunouchi,Business & luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Marunouchi Trust Tower, 1-8-1 Marunouchi, 100-0005 Tokyo",,,+81 3 5222 7222,www.fourseasons.com/tokyo/,reservations.tokyo@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Global
Four Seasons Hong Kong,Central business district,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"8 Finance Street, Central Hong Kong",,,+852 3196 8288,www.fourseasons.com/hongkong/,reservations.hongkong@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Global
Four Seasons Dubai Burj Khalifa,World's tallest hotel,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Burj Khalifa, Downtown Dubai, Downtown Dubai",,,+971 4 4 506 6000,www.fourseasons.com/dubai/,reservations.dubai@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Global
Four Seasons Barcelona,Luxury on Passeig de Gràcia,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Passeig de Gràcia 75, 08008 Barcelona",,,+34 93 363 1800,www.fourseasons.com/barcelona/,reservations.barcelona@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Global
Four Seasons Rome,Renaissance palazzo,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Via Filippo Brunelleschi 2, 00186 Rome",,,+39 06 6979 5000,www.fourseasons.com/rome/,reservations.rome@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Global
Four Seasons Seoul,Modern luxury in Seoul,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"123 Sowol-ro, Jongno-gu, 03150 Seoul",,,+82 2 3150 1000,www.fourseasons.com/seoul/,reservations.seoul@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Global
Four Seasons Maldives Landaa Giraavaru,Luxury island resort,publish,ait-item,Hôtels & Séjours,Resort Luxury 5★,"Baa Atoll, Landaa Giraavaru Maldives",,,+960 666 5555,www.fourseasons.com/maldives/,reservations.maldives@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Global
The Ritz-Carlton Paris,Iconic palace hotel,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"15 Place Vendôme, 75001 Paris",,,+33 1 43 16 30 30,www.ritzcarlton.com/paris,paris.info@ritzcarlton.com,map,true,4,Global_2000,Ritz_Carlton_Global
The Ritz-Carlton London,Historic luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Green Park, Piccadilly, W1J 8PT London",,,+44 20 7493 8181,www.ritzcarlton.com/london,london.info@ritzcarlton.com,map,true,4,Global_2000,Ritz_Carlton_Global
The Ritz-Carlton New York Central Park,Park view luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"50 Central Park South, 10019 New York",,,+1 212 308 9100,www.ritzcarlton.com/newyork,newyork.info@ritzcarlton.com,map,true,4,Global_2000,Ritz_Carlton_Global
The Ritz-Carlton Tokyo,Modern Japanese luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Tokyo Midtown, 9-7-1 Akasaka, 107-6125 Tokyo",,,+81 3 3423 8000,www.ritzcarlton.com/tokyo,tokyo.info@ritzcarlton.com,map,true,4,Global_2000,Ritz_Carlton_Global
The Ritz-Carlton Hong Kong,ICC luxury heights,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"International Commerce Centre, Kowloon Hong Kong",,,+852 2263 2263,www.ritzcarlton.com/hongkong,hongkong.info@ritzcarlton.com,map,true,4,Global_2000,Ritz_Carlton_Global
The Ritz-Carlton Dubai,Beachfront luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"West Beach, Jumeirah, Dubai Dubai",,,+971 4 399 4444,www.ritzcarlton.com/dubai,dubai.info@ritzcarlton.com,map,true,4,Global_2000,Ritz_Carlton_Global
The Ritz-Carlton Barcelona,Modern design luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Avinguda Diagonal 661, 08028 Barcelona",,,+34 93 481 4000,www.ritzcarlton.com/barcelona,barcelona.info@ritzcarlton.com,map,true,4,Global_2000,Ritz_Carlton_Global
The Ritz-Carlton Rome,Historic Rome luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Via della Polveriera 5, 00187 Rome",,,+39 06 3909 1,www.ritzcarlton.com/rome,rome.info@ritzcarlton.com,map,true,4,Global_2000,Ritz_Carlton_Global
The Ritz-Carlton Seoul,Seoul luxury landmark,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Nonhyeon-dong, Gangnam-gu, 135-010 Seoul",,,+82 2 3451 8000,www.ritzcarlton.com/seoul,seoul.info@ritzcarlton.com,map,true,4,Global_2000,Ritz_Carlton_Global
The Ritz-Carlton Maldives,Island paradise,publish,ait-item,Hôtels & Séjours,Resort Luxury 5★,"Fesdu Island, Faafu Atoll Maldives",,,+960 664 4000,www.ritzcarlton.com/maldives,maldives.info@ritzcarlton.com,map,true,4,Global_2000,Ritz_Carlton_Global
Kamalaya Koh Samui,Holistic wellness - World's 50 Best 2026,publish,ait-item,Wellness & Beauté,Wellness Resort & Spa,"94/5 Moo 3 Laem Set, 84140 Koh Samui",,,+66 7742 9800,www.kamalaya.com,info@kamalaya.com,map,true,4,Global_2000,Spas_Wellness_Global
Lanserhof Sylt,Medical wellness & naturopathy,publish,ait-item,Wellness & Beauté,Medical Wellness Resort,"Strandpromenade, 25980 Sylt",,,+49 4651 8960,www.lanserhof.com,,map,true,4,Global_2000,Spas_Wellness_Global
Camiral Golf & Wellness Resort,1000sqm wellness centre,publish,ait-item,Wellness & Beauté,Wellness Resort,"Caldes de Malavella, 17240 Girona",,,,www.camiral.com,,map,true,4,Global_2000,Spas_Wellness_Global
Cap St Georges Hotel & Resort,2585sqm Cleopatra Spa,publish,ait-item,Hôtels & Séjours,Luxury Spa Resort,4532 Protaras,,,+357 23 830 000,,,map,true,4,Global_2000,Spas_Wellness_Global
Le Gabriel,Chef: Jérôme Banctel,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"6 Rue Balzac, 75008 Paris",,,+33 1 53 89 50 50,www.lareserve.com,contact@lareserve.com,map,true,4,Global_2000,Michelin_3_Paris
Le Cinq,Haute cuisine,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"31 Avenue George V, 75008 Paris",,,+33 1 49 52 71 54,www.fourseasons.com/paris/dining/restaurants/le_cinq/,dining@fourseasons.com,map,true,4,Global_2000,Michelin_3_Paris
Pierre Gagnaire,Cuisine inventive,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"6 Rue Balzac, 75008 Paris",,,+33 1 58 36 12 50,www.pierre-gagnaire.com,info@pierre-gagnaire.com,map,true,4,Global_2000,Michelin_3_Paris
Arpège,Chef: Alain Passard,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"84 Rue de Varenne, 75007 Paris",,,+33 1 47 05 09 06,www.alain-passard.com,booking@arpege.com,map,true,4,Global_2000,Michelin_3_Paris
Kei,Chef: Kei Kobayashi,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"5 Rue Coq Héron, 75001 Paris",,,+33 1 40 41 09 20,www.restaurant-kei.com,contact@restaurant-kei.com,map,true,4,Global_2000,Michelin_3_Paris
Le Pré Catelan,Chef: Frédéric Anton,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"Route de Suresnes, 75016 Paris",,,+33 1 44 14 41 14,www.leprecatelan.com,info@leprecatelan.com,map,true,4,Global_2000,Michelin_3_Paris
Maison Rostang,Cuisine française,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"20 Rue Rennequin, 75017 Paris",,,+33 1 47 63 40 77,www.maisonrostang.com,contact@maisonrostang.com,map,true,4,Global_2000,Michelin_3_Paris
Belmond Cadogan Hotel,Iconic Chelsea,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Sloane Street, SW3 2AH London",,,+44 20 7235 7141,www.belmond.com/cadogan,cadogan@belmond.com,map,true,4,Global_2000,Belmond_Hotels
Belmond Hotel Cipriani,Grand Canal luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Giudecca 10, 30133 Venice",,,+39 41 240 801,www.belmond.com/cipriani,cipriani@belmond.com,map,true,4,Global_2000,Belmond_Hotels
Belmond Cap Juluca,Caribbean paradise,publish,ait-item,Hôtels & Séjours,Resort Luxury 5★,"Maundays Bay Beach, Anguilla Anguilla",,,+1 264 497 6779,www.belmond.com/capjuluca,capjuluca@belmond.com,map,true,4,Global_2000,Belmond_Hotels
Belmond Castello di Casole,Tuscan estate,publish,ait-item,Hôtels & Séjours,Resort Luxury 5★,"Loc. Casole, 53031 Siena",,,+39 577 960 002,www.belmond.com/casole,casole@belmond.com,map,true,4,Global_2000,Belmond_Hotels
Belmond Royal Scotsman,Luxury train journey,publish,ait-item,Sport & Loisirs,Luxury Train,"West Coast Main Line, EH41 4BA Berwickshire",,,+44 131 333 1888,www.belmond.com/royalscotsman,royalscotsman@belmond.com,map,true,4,Global_2000,Belmond_Hotels
L'Asternal,Cuisine française,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"8 Rue Paul Valéry, 75016 Paris",,,+33 1 45 01 84 83,www.asternal-paris.com,reservations@asternal.com,map,true,3,Global_2000,Michelin_1_Star
Mathieu Pacaud Histoires,Chef: Mathieu Pacaud,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"6 Rue Balzac, 75008 Paris",,,+33 1 58 36 12 50,www.pierre-gagnaire.com,histoires@pierre-gagnaire.com,map,true,3,Global_2000,Michelin_1_Star
Sora,Cuisine: Sushi moderne,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"5-5-19 Roppongi, Minato, 106-0032 Tokyo",,,+81 3 6721 7878,www.sora-tokyo.com,reservations@sora-tokyo.com,map,true,3,Global_2000,Michelin_1_Star
Elkano,Cuisine: Fruits de mer,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"San Sebastián, 20005 Getaria",,,+34 943 140 024,www.restaurantelkano.com,reservas@restaurantelkano.com,map,true,3,Global_2000,Michelin_1_Star
Ryuzu,Cuisine: Kaiseki tradition,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"Meguro, Tokyo, 153-0063 Tokyo",,,+81 3 5725 0022,www.ryuzu-tokyo.com,reservations@ryuzu.jp,map,true,3,Global_2000,Michelin_1_Star
Lanserhof Bad Ragaz,Swiss wellness,publish,ait-item,Wellness & Beauté,Medical Wellness Resort,"Mainaustraße 10, 7310 Bad Ragaz",,,+41 81 303 3030,www.lanserhof.com,info@lanserhof.ch,map,true,4,Global_2000,Luxury_Spas
Six Senses Kaplankaya,Aegean luxury,publish,ait-item,Hôtels & Séjours,Luxury Wellness Resort,"Muğla Province, 48400 Kapıkırı",,,+90 252 748 8888,www.sixsenses.com/kaplankaya,reservations@sixsenses.com,map,true,4,Global_2000,Luxury_Spas
Soneva Jani,Island paradise spa,publish,ait-item,Hôtels & Séjours,Luxury Resort & Spa,"Medhufaru Island, 20026 Medhufaru",,,+960 666 0304,www.soneva.com,reservations@soneva.com,map,true,4,Global_2000,Luxury_Spas
Four Seasons London,Royal Park View,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Hamilton Place, Park Lane, W1J 7DR London",,,+44 20 7499 0888,www.fourseasons.com/london/,reservations.london@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Hotels
Four Seasons Tokyo,Business & luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Marunouchi Trust Tower, 1-8-1 Marunouchi, 100-0005 Tokyo",,,+81 3 5222 7222,www.fourseasons.com/tokyo/,reservations.tokyo@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Hotels
Four Seasons Dubai,Tallest hotel,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Burj Khalifa Downtown Dubai, Downtown Dubai",,,+971 4 506 6000,www.fourseasons.com/dubai/,reservations.dubai@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Hotels
Four Seasons Maldives,Island resort,publish,ait-item,Hôtels & Séjours,Resort Luxury 5★,"Baa Atoll, Landaa Giraavaru Maldives",,,+960 666 5555,www.fourseasons.com/maldives/,reservations.maldives@fourseasons.com,map,true,4,Global_2000,Four_Seasons_Hotels
The Ritz-Carlton New York,Park view,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"50 Central Park South, 10019 New York",,,+1 212 308 9100,www.ritzcarlton.com/newyork,newyork.info@ritzcarlton.com,map,true,4,Global_2000,Ritz_Carlton_Hotels
Nobu Tokyo,Nobu Matsuhisa,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"1 Chome Minato Ward, 106-0032 Tokyo",,,+81 3 5771 1000,www.nobuhotels.com/tokyo,tokyo@nobuhotels.com,map,true,4,Global_2000,Nobu_Hotels
Nobu New York,Iconic luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Tribeca, Manhattan, 10007 New York",,,+1 212 219 0500,www.nobuhotels.com/newyork,newyork@nobuhotels.com,map,true,4,Global_2000,Nobu_Hotels
Nobu London,East London,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Shoreditch, EC2A 3ER London",,,+44 207 613 0303,www.nobuhotels.com/london,london@nobuhotels.com,map,true,4,Global_2000,Nobu_Hotels
Nobu Miami Beach,Beach luxury,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"South Beach, 33139 Miami Beach",,,+1 305 695 3100,www.nobuhotels.com/miamibeach,miamibeach@nobuhotels.com,map,true,4,Global_2000,Nobu_Hotels
Nobu Malibu,Coastal paradise,publish,ait-item,Hôtels & Séjours,Hotel Luxury 5★,"Malibu, 90265 Malibu",,,+1 310 317 9200,www.nobuhotels.com/malibu,malibu@nobuhotels.com,map,true,4,Global_2000,Nobu_Hotels
Louis Vuitton Paris Champs-Élysées,Flagship,publish,ait-item,Shopping,LVMH Boutique,"101 Avenue des Champs-Élysées, 75008 Paris",,,+33 1 53 57 33 00,www.louisvuitton.com,paris@louisvuitton.com,map,true,4,Global_2000,LVMH_Boutiques
Fendi Paris Rue Saint-Honoré,Flagship,publish,ait-item,Shopping,LVMH Boutique,"55 Rue Saint-Honoré, 75001 Paris",,,+33 1 40 15 05 05,www.fendi.com,paris@fendi.com,map,true,4,Global_2000,LVMH_Boutiques
Céline Paris Rue Royale,Flagship,publish,ait-item,Shopping,LVMH Boutique,"42 Rue Royale, 75008 Paris",,,+33 1 47 03 76 00,www.celine.com,paris@celine.com,map,true,4,Global_2000,LVMH_Boutiques
Dior Paris Avenue Montaigne,Boutique,publish,ait-item,Shopping,LVMH Boutique,"30 Avenue Montaigne, 75008 Paris",,,+33 1 40 73 54 44,www.dior.com,paris@dior.com,map,true,4,Global_2000,LVMH_Boutiques
Givenchy Paris Rue Saint-Honoré,Boutique,publish,ait-item,Shopping,LVMH Boutique,"36 Rue Saint-Honoré, 75001 Paris",,,+33 1 40 20 04 04,www.givenchy.com,paris@givenchy.com,map,true,4,Global_2000,LVMH_Boutiques
Louis Vuitton London Bond Street,Flagship,publish,ait-item,Shopping,LVMH Boutique,"17-21 New Bond Street, W1S 3HR London",,,+44 20 7518 8800,www.louisvuitton.com,london@louisvuitton.com,map,true,4,Global_2000,LVMH_Boutiques
Fendi London New Bond Street,Flagship,publish,ait-item,Shopping,LVMH Boutique,"31 New Bond Street, W1S 3JL London",,,+44 20 7399 0179,www.fendi.com,london@fendi.com,map,true,4,Global_2000,LVMH_Boutiques
